question_index,fix_name,fix_description,reason,tag,tag_cluster
174,Fix symptom fact for ciprofloxacin,"Change symptom('ciprofloxacin treatment', 'urinary tract infection') to treatment('ciprofloxacin', 'urinary tract infection') or history('ciprofloxacin treatment for urinary tract infection') to better represent that ciprofloxacin was a prior treatment, not a symptom. Also add a rule linking antibiotic use to risk of C. difficile colitis.",Using the 'symptom' predicate to represent a treatment history is semantically incorrect and misleading. A separate predicate like 'treatment' or 'history' should be used for prior antibiotic exposure.,wrong predicate used,1
174,Add colonic dilation threshold fact,"Add a fact specifying the diagnostic criterion for toxic megacolon on x-ray, e.g.: xray_criterion('toxic megacolon', 'colonic diameter > 6 cm').","The program should encode the clinical knowledge that toxic megacolon is identified on abdominal x-ray by colonic dilation exceeding 6 cm, which is the direct answer to the medical question.",missing knowledge base fact,6
176,Add recommended test fact for skeletal dysplasia,"Add a fact that associates skeletal dysplasia with its confirmatory diagnostic test: 'recommended_test(skeletal_dysplasia, skeletal_survey_xray).'","The program currently has no knowledge base entry linking the suspected condition to any diagnostic test. A skeletal survey (full-body X-ray) is the standard confirmatory test for skeletal dysplasia in newborns, and this fact is entirely missing.",missing knowledge base fact,6
176,Add rule to recommend a confirmatory test,"Add a rule such as: 'recommend_test(X, Test) :- diagnosis(X), diagnosis_condition(X, Condition), recommended_test(Condition, Test).' along with a supporting rule 'diagnosis_condition(X, skeletal_dysplasia) :- diagnosis(X).' to link a diagnosed patient to the appropriate test.","The program has no rule to derive or output a recommended medical test based on the diagnosis. Without this rule, the program cannot answer the core question of what test should be performed to confirm the suspected diagnosis.",missing inference rule,30
176,Add diagnosis-to-condition mapping rule,"Add a rule 'diagnosis_condition(X, skeletal_dysplasia) :- diagnosis(X).' to explicitly map a diagnosed patient to the condition name 'skeletal_dysplasia', enabling the test recommendation rule to retrieve the correct test.","The existing diagnosis/1 rule only confirms that a patient has a condition but does not bind the condition name as a term, making it impossible for a test-recommendation rule to look up the associated test without this intermediate mapping.",missing inference rule,30
176,Add specific test fact for skeletal survey X-ray,"Add the fact 'recommended_test(skeletal_dysplasia, skeletal_survey_xray).' and optionally a descriptive fact 'test_description(skeletal_survey_xray, ""Full-body radiographic skeletal survey to evaluate bone morphology and confirm skeletal dysplasia"").'","The medical answer to the problem is that a skeletal survey (radiographic X-ray of the entire skeleton) should be performed. This domain knowledge must be explicitly encoded as a fact in the Prolog knowledge base so the program can produce a meaningful, medically correct answer.",missing knowledge base fact,6
177,Replace generic kidney_disorder with specific diagnosis,"Replace 'kidney_disorder' with 'post_streptococcal_glomerulonephritis' in all condition facts, as the clinical presentation (periorbital edema, hematuria, history of skin infection treated with topical antibiotic in a child) is classic for post-streptococcal glomerulonephritis (PSGN) caused by impetigo/skin infection with nephritogenic strains of Streptococcus.","The medical problem asks for the most likely etiology. A child with puffy eyes, periorbital edema, hematuria, and a prior skin rash treated with topical antibiotic is the textbook presentation of post-streptococcal glomerulonephritis secondary to streptococcal skin infection (impetigo). The diagnosis should be specific, not generic.",wrong diagnosis,4
177,Fix unbound variable in diagnosis rule,"Replace the unbound uppercase variable 'KIDNEY_DISORDER' in the diagnosis rule with the actual atom 'post_streptococcal_glomerulonephritis'. In Prolog, uppercase identifiers are variables, not constants, so 'KIDNEY_DISORDER' is an unbound variable rather than referring to the condition atom.","In Prolog, atoms must be lowercase or quoted. Using 'KIDNEY_DISORDER' makes it a free variable that can unify with anything, breaking the intended logic of matching against a specific condition. It should be the atom 'post_streptococcal_glomerulonephritis'.",singleton variable,31
177,Ensure distinct symptom matching in diagnosis rule,"Add inequality constraints (Y1 \= Y2, Y1 \= Y3, etc.) between the symptom variables Y1 through Y5 in the diagnosis rule to ensure each matched symptom is distinct, preventing the same symptom from being matched multiple times.","Without distinctness constraints, Prolog can satisfy the rule by unifying Y1 through Y5 to the same symptom repeatedly, making the multi-symptom check meaningless and potentially producing duplicate or incorrect diagnoses.",duplicate symptom matching,2
177,Add etiological fact linking diagnosis to cause,"Add a fact such as 'etiology(post_streptococcal_glomerulonephritis, streptococcal_skin_infection)' and a rule 'cause(Patient, Etiology) :- diagnosis(Patient, Condition), etiology(Condition, Etiology)' to explicitly represent and query the etiology as asked by the medical problem.",The medical problem specifically asks for the etiology of the symptoms. The current code only diagnoses a condition but does not represent or derive the underlying cause (streptococcal skin infection leading to PSGN).,missing inference rule,30
177,Update diagnosis rule to return the condition name,"Change the diagnosis rule signature to 'diagnosis(Patient, Condition)' so it returns both the patient and the identified condition, making the result explicit and queryable.","The current rule 'diagnosis(X)' only confirms a patient can be diagnosed but does not return what the diagnosis is, making it impossible to programmatically retrieve the condition name from a query.",missing return value,22
180,Fix condition/2 predicate to be callable,"The condition/2 predicate defines conditions with lists of symptoms, but it is never evaluated or checked against actual patient symptoms. Add rules that verify each condition by checking its required symptoms against the patient's recorded symptoms, or convert condition/2 into callable rules like condition(sepsis) :- ..., condition(peritonitis) :- ..., condition(acute_abdomen) :- ...","The diagnosis/1 rule calls condition(acute_abdomen) with one argument, but condition is defined with two arguments (condition/2). The predicate will always fail because condition(acute_abdomen) does not unify with condition(acute_abdomen, [...]).",missing inference rule,30
180,Add helper rules to map recorded symptoms to condition criteria,"Add rules such as: fever :- symptom(temperature, T), T > 38.0. tachycardia :- symptom(pulse, P), P > 100. hypotension :- symptom(blood_pressure, '85/40'). leukocytosis :- symptom(leukocyte_count, C), C > 11000. abdominal_distention :- symptom(abdominal_exam, L), member(distended, L). guarding :- symptom(abdominal_exam, L), member(guarding, L). rebound_tenderness :- symptom(abdominal_exam, L), member(rebound, L). absent_bowel_sounds :- symptom(bowel_sounds, absent). severe_pain :- symptom(pain_intensity, I), I >= 7.","Without these bridge rules, the condition checks have no way to evaluate whether the patient's recorded symptoms satisfy the criteria listed in the condition/2 facts.",missing bridge rules,11
